"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"FLT","FleetCor Technologies, Inc.","43.91","3672225310.39","n/a","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/flt",
"FTK","Flotek Industries, Inc.","12.04","598231492.04","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ftk",
"FLO","Flowers Foods, Inc.","20.61","2858512894.74","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/flo",
"FLS","Flowserve Corporation","131.95","6746574602.95","n/a","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/fls",
"FLR","Fluor Corporation","54.93","9171577068.36","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/flr",
"FLY","Fly Leasing Limited","12.71","325790790.85","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/fly",
"FMC","FMC Corporation","55.93","7680190930.02","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fmc",
"FTI","FMC Technologies, Inc.","48.21","11492518480.56","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fti",
"FMX","Fomento Economico Mexicano S.A.B. de C.V.","86.8","31059004023.6","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/fmx",
"FL","Footlocker Inc","36.47","5527968514.25","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/fl",
"F","Ford Motor Company","10.175","38807313166.6","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/f",
"F/WS","Ford Motor Company","1.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/f/ws",
"F^A","Ford Motor Company","27.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/f^a",
"FCE/A","Forest City Enterprises Inc","15.15","0","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/fce/a",
"FCE/B","Forest City Enterprises Inc","15.07","0","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/fce/b",
"FCY","Forest City Enterprises Inc","24.11","0","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/fcy",
"FRX","Forest Laboratories, Inc.","35.4","9405561723.6","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/frx",
"FST","Forest Oil Corporation","8.135","961733871.17","n/a","1987","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fst",
"FOR","Forestar Group Inc","15.61","541367209.95","n/a","1987","Finance","Real Estate","http://www.nasdaq.com/symbol/for",
"FDI","Fort Dearborn Income Securities, Inc.","17.064","149747947.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdi",
"FRF","Fortegra Financial Corporation","8.1","159402427.2","n/a","1986","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/frf",
"FIG","Fortress Investment Group LLC","4.135","2131380663.95","n/a","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/fig",
"FSM","Fortuna Silver Mines Inc.","5.2798","661393951.5298","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fsm",
"FBHS","Fortune Brands Home & Security, Inc.","26.915","4325226127.39","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/fbhs",
"FET","Forum Energy Technologies, Inc.","24.095","2065931515.36","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fet",
"FGC","FPL Group Capital Inc","26.47","0","n/a","1986","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/fgc",
"FTE","France Telecom S.A.","13.62","36077818916.46","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fte",
"FNV","Franco Nev Corp","54.94","7999955914.36","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fnv",
"FC","Franklin Covey Company","11","195955892","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/fc",
"BEN","Franklin Resources, Inc.","121.09","25744092063.13","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ben",
"FT","Franklin Universal Trust","7.35","184719420.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ft",
"FCX","Freeport-McMoran Copper & Gold, Inc.","39.073","37089961125.831","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fcx",
"FSL","Freescale Semiconductor, Ltd.","10.43","2587989548.13","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/fsl",
"FMS","Fresenius Medical Care Corporation","72.8999","21919869033.8513","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fms",
"FMS^","Fresenius Medical Care Corporation","54.96","0","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fms^",
"FDP","Fresh Del Monte Produce, Inc.","24.54","1423351337.58","n/a","1997","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/fdp",
"FRO","Frontline Ltd.","3.315","258100934.13","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/fro",
"FCN","FTI Consulting, Inc.","27.45","1154286115.2","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/fcn",
"FRM","Furmanite Corporation","5.28","196947036","n/a","1993","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/frm",
"FBN","Furniture Brands International, Inc.","0.9601","54045246.4068","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/fbn",
"FIO","Fusion-io, Inc.","28.4726","2697748925.2974","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/fio",
"FF","FutureFuel Corp.","10.438","431288316.966","n/a","1986","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ff",
"FXCM","FXCM Inc.","9.21","313036617.75","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fxcm",
"GCV","Gabelli Convertible and Income Securities Fund, Inc. (The)","5.73","78039162","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcv",
"GCV^B","Gabelli Convertible and Income Securities Fund, Inc. (The)","25.88","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcv^b",
"GDV","Gabelli Dividend","16.444","1362019011.236","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/gdv",
"GDV^A","Gabelli Dividend","25.76","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdv^a",
"GDV^D","Gabelli Dividend","27.134","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdv^d",
"GAB","Gabelli Equity Trust, Inc. (The)","5.768","1074009986.672","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/gab",
"GAB^D","Gabelli Equity Trust, Inc. (The)","26.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^d",
"GAB^F","Gabelli Equity Trust, Inc. (The)","25.7201","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^f",
"GAB^G","Gabelli Equity Trust, Inc. (The)","26.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^g",
"GGT","Gabelli Multi-Media Trust Inc. (The)","7.55","136129270.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggt",
"GGT^B","Gabelli Multi-Media Trust Inc. (The)","26","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggt^b",
"GUT","Gabelli Utility Trust (The)","8.11","260038991.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gut",
